,Ball 0,,,,,Ball 1,,,,,
0.747,0.596727,0,-1.85992e-006,0,0,3.74427,0,3,0,0,
0.748,0.596727,0,-1.85992e-006,0,0,3.74727,0,3,0,0,
0.749,0.596727,0,-1.85992e-006,0,0,3.75027,0,3,0,0,
0.75,0.596727,0,-1.85992e-006,0,0,3.75327,0,3,0,0,
0.751,0.596727,0,-1.85992e-006,0,0,3.75627,0,3,0,0,
0.752,0.596727,0,-1.85992e-006,0,0,3.75927,0,3,0,0,
0.753,0.596727,0,-1.85992e-006,0,0,3.76227,0,3,0,0,
0.754,0.596727,0,-1.85992e-006,0,0,3.76527,0,3,0,0,
0.755,0.596727,0,-1.85992e-006,0,0,3.76827,0,3,0,0,
0.756,0.596727,0,-1.85992e-006,0,0,3.77127,0,3,0,0,
0.757,0.596727,0,-1.85992e-006,0,0,3.77427,0,3,0,0,
0.758,0.596727,0,-1.85992e-006,0,0,3.77727,0,3,0,0,
0.759,0.596727,0,-1.85992e-006,0,0,3.78027,0,3,0,0,
0.76,0.596727,0,-1.85992e-006,0,0,3.78327,0,3,0,0,
0.761,0.596727,0,-1.85992e-006,0,0,3.78627,0,3,0,0,
0.762,0.596727,0,-1.85992e-006,0,0,3.78927,0,3,0,0,
0.763,0.596727,0,-1.85992e-006,0,0,3.79227,0,3,0,0,
0.764,0.596727,0,-1.85992e-006,0,0,3.79527,0,3,0,0,
0.765,0.596727,0,-1.85992e-006,0,0,3.79827,0,3,0,0,
0.766,0.596727,0,-1.85992e-006,0,0,3.80127,0,3,0,0,
0.767,0.596727,0,-1.85992e-006,0,0,3.80427,0,3,0,0,
0.768,0.596727,0,-1.85992e-006,0,0,3.80727,0,3,0,0,
0.769,0.596727,0,-1.85992e-006,0,0,3.81027,0,3,0,0,
0.77,0.596727,0,-1.85992e-006,0,0,3.81327,0,3,0,0,
0.771,0.596727,0,-1.85992e-006,0,0,3.81627,0,3,0,0,
0.772,0.596727,0,-1.85992e-006,0,0,3.81927,0,3,0,0,
0.773,0.596727,0,-1.85992e-006,0,0,3.82227,0,3,0,0,
0.774,0.596727,0,-1.85992e-006,0,0,3.82527,0,3,0,0,
0.775,0.596727,0,-1.85992e-006,0,0,3.82827,0,3,0,0,
0.776,0.596727,0,-1.85992e-006,0,0,3.83127,0,3,0,0,
0.777,0.596727,0,-1.85992e-006,0,0,3.83427,0,3,0,0,
0.778,0.596727,0,-1.85992e-006,0,0,3.83727,0,3,0,0,
0.779,0.596727,0,-1.85992e-006,0,0,3.84027,0,3,0,0,
0.78,0.596727,0,-1.85992e-006,0,0,3.84327,0,3,0,0,
0.781,0.596727,0,-1.85992e-006,0,0,3.84627,0,3,0,0,
0.782,0.596727,0,-1.85992e-006,0,0,3.84927,0,3,0,0,
0.783,0.596727,0,-1.85992e-006,0,0,3.85227,0,3,0,0,
0.784,0.596727,0,-1.85992e-006,0,0,3.85527,0,3,0,0,
0.785,0.596727,0,-1.85992e-006,0,0,3.85827,0,3,0,0,
0.786,0.596727,0,-1.85992e-006,0,0,3.86127,0,3,0,0,
0.787,0.596727,0,-1.85992e-006,0,0,3.86427,0,3,0,0,
0.788,0.596727,0,-1.85992e-006,0,0,3.86727,0,3,0,0,
0.789,0.596727,0,-1.85992e-006,0,0,3.87027,0,3,0,0,
0.79,0.596727,0,-1.85992e-006,0,0,3.87327,0,3,0,0,
0.791,0.596727,0,-1.85992e-006,0,0,3.87627,0,3,0,0,
0.792,0.596727,0,-1.85992e-006,0,0,3.87927,0,3,0,0,
0.793,0.596727,0,-1.85992e-006,0,0,3.88227,0,3,0,0,
0.794,0.596727,0,-1.85992e-006,0,0,3.88527,0,3,0,0,
0.795,0.596727,0,-1.85992e-006,0,0,3.88827,0,3,0,0,
0.796,0.596727,0,-1.85992e-006,0,0,3.89127,0,3,0,0,
0.797,0.596727,0,-1.85992e-006,0,0,3.89427,0,3,0,0,
0.798,0.596727,0,-1.85992e-006,0,0,3.89727,0,3,0,0,
0.799,0.596727,0,-1.85992e-006,0,0,3.90027,0,3,0,0,
0.8,0.596727,0,-1.85992e-006,0,0,3.90327,0,3,0,0,
0.801,0.596727,0,-1.85992e-006,0,0,3.90627,0,3,0,0,
0.802,0.596727,0,-1.85992e-006,0,0,3.90927,0,3,0,0,
0.803,0.596727,0,-1.85992e-006,0,0,3.91227,0,3,0,0,
0.804,0.596727,0,-1.85992e-006,0,0,3.91527,0,3,0,0,
0.805,0.596727,0,-1.85992e-006,0,0,3.91827,0,3,0,0,
0.806,0.596727,0,-1.85992e-006,0,0,3.92127,0,3,0,0,
0.807,0.596727,0,-1.85992e-006,0,0,3.92427,0,3,0,0,
0.808,0.596727,0,-1.85992e-006,0,0,3.92727,0,3,0,0,
0.809,0.596727,0,-1.85992e-006,0,0,3.93027,0,3,0,0,
0.81,0.596727,0,-1.85992e-006,0,0,3.93327,0,3,0,0,
0.811,0.596727,0,-1.85992e-006,0,0,3.93627,0,3,0,0,
0.812,0.596727,0,-1.85992e-006,0,0,3.93927,0,3,0,0,
0.813,0.596727,0,-1.85992e-006,0,0,3.94227,0,3,0,0,
0.814,0.596727,0,-1.85992e-006,0,0,3.94527,0,3,0,0,
0.815,0.596727,0,-1.85992e-006,0,0,3.94827,0,3,0,0,
0.816,0.596727,0,-1.85992e-006,0,0,3.95127,0,3,0,0,
0.817,0.596727,0,-1.85992e-006,0,0,3.95427,0,3,0,0,
0.818,0.596727,0,-1.85992e-006,0,0,3.95727,0,3,0,0,
0.819,0.596727,0,-1.85992e-006,0,0,3.96027,0,3,0,0,
0.82,0.596727,0,-1.85992e-006,0,0,3.96327,0,3,0,0,
0.821,0.596727,0,-1.85992e-006,0,0,3.96627,0,3,0,0,
0.822,0.596727,0,-1.85992e-006,0,0,3.96927,0,3,0,0,
0.823,0.596727,0,-1.85992e-006,0,0,3.97227,0,3,0,0,
0.824,0.596727,0,-1.85992e-006,0,0,3.97527,0,3,0,0,
0.825,0.596727,0,-1.85992e-006,0,0,3.97827,0,3,0,0,
0.826,0.596727,0,-1.85992e-006,0,0,3.98127,0,3,0,0,
0.827,0.596727,0,-1.85992e-006,0,0,3.98427,0,3,0,0,
0.828,0.596727,0,-1.85992e-006,0,0,3.98727,0,3,0,0,
0.829,0.596727,0,-1.85992e-006,0,0,3.99027,0,3,0,0,
0.83,0.596727,0,-1.85992e-006,0,0,3.99327,0,3,0,0,
0.831,0.596727,0,-1.85992e-006,0,0,3.99627,0,3,0,0,
0.832,0.596727,0,-1.85992e-006,0,0,3.99927,0,3,0,0,
0.833,0.596727,0,-1.85992e-006,0,0,4.00227,0,3,0,0,
0.834,0.596727,0,-1.85992e-006,0,0,4.00527,0,3,0,0,
0.835,0.596727,0,-1.85992e-006,0,0,4.00827,0,3,0,0,
0.836,0.596727,0,-1.85992e-006,0,0,4.01127,0,3,0,0,
0.837,0.596727,0,-1.85992e-006,0,0,4.01427,0,3,0,0,
0.838,0.596727,0,-1.85992e-006,0,0,4.01727,0,3,0,0,
0.839,0.596727,0,-1.85992e-006,0,0,4.02027,0,3,0,0,
0.84,0.596727,0,-1.85992e-006,0,0,4.02327,0,3,0,0,
0.841,0.596727,0,-1.85992e-006,0,0,4.02627,0,3,0,0,
0.842,0.596727,0,-1.85992e-006,0,0,4.02927,0,3,0,0,
0.843,0.596727,0,-1.85992e-006,0,0,4.03227,0,3,0,0,
0.844,0.596727,0,-1.85992e-006,0,0,4.03527,0,3,0,0,
0.845,0.596727,0,-1.85992e-006,0,0,4.03827,0,3,0,0,
0.846,0.596727,0,-1.85992e-006,0,0,4.04127,0,3,0,0,
0.847,0.596727,0,-1.85992e-006,0,0,4.04427,0,3,0,0,
0.848,0.596727,0,-1.85992e-006,0,0,4.04727,0,3,0,0,
0.849,0.596727,0,-1.85992e-006,0,0,4.05027,0,3,0,0,
0.85,0.596727,0,-1.85992e-006,0,0,4.05327,0,3,0,0,
0.851,0.596727,0,-1.85992e-006,0,0,4.05627,0,3,0,0,
0.852,0.596727,0,-1.85992e-006,0,0,4.05927,0,3,0,0,
0.853,0.596727,0,-1.85992e-006,0,0,4.06227,0,3,0,0,
0.854,0.596727,0,-1.85992e-006,0,0,4.06527,0,3,0,0,
0.855,0.596727,0,-1.85992e-006,0,0,4.06827,0,3,0,0,
0.856,0.596727,0,-1.85992e-006,0,0,4.07127,0,3,0,0,
0.857,0.596727,0,-1.85992e-006,0,0,4.07427,0,3,0,0,
0.858,0.596727,0,-1.85992e-006,0,0,4.07727,0,3,0,0,
0.859,0.596727,0,-1.85992e-006,0,0,4.08027,0,3,0,0,
0.86,0.596727,0,-1.85992e-006,0,0,4.08327,0,3,0,0,
0.861,0.596727,0,-1.85992e-006,0,0,4.08627,0,3,0,0,
0.862,0.596727,0,-1.85992e-006,0,0,4.08927,0,3,0,0,
0.863,0.596727,0,-1.85992e-006,0,0,4.09227,0,3,0,0,
0.864,0.596727,0,-1.85992e-006,0,0,4.09527,0,3,0,0,
0.865,0.596727,0,-1.85992e-006,0,0,4.09827,0,3,0,0,
0.866,0.596727,0,-1.85992e-006,0,0,4.10127,0,3,0,0,
0.867,0.596727,0,-1.85992e-006,0,0,4.10427,0,3,0,0,
0.868,0.596727,0,-1.85992e-006,0,0,4.10727,0,3,0,0,
0.869,0.596727,0,-1.85992e-006,0,0,4.11027,0,3,0,0,
0.87,0.596727,0,-1.85992e-006,0,0,4.11327,0,3,0,0,
0.871,0.596727,0,-1.85992e-006,0,0,4.11627,0,3,0,0,
0.872,0.596727,0,-1.85992e-006,0,0,4.11927,0,3,0,0,
0.873,0.596727,0,-1.85992e-006,0,0,4.12227,0,3,0,0,
0.874,0.596727,0,-1.85992e-006,0,0,4.12527,0,3,0,0,
0.875,0.596727,0,-1.85992e-006,0,0,4.12827,0,3,0,0,
0.876,0.596727,0,-1.85992e-006,0,0,4.13127,0,3,0,0,
0.877,0.596727,0,-1.85992e-006,0,0,4.13427,0,3,0,0,
0.878,0.596727,0,-1.85992e-006,0,0,4.13727,0,3,0,0,
0.879,0.596727,0,-1.85992e-006,0,0,4.14027,0,3,0,0,
0.88,0.596727,0,-1.85992e-006,0,0,4.14327,0,3,0,0,
0.881,0.596727,0,-1.85992e-006,0,0,4.14627,0,3,0,0,
0.882,0.596727,0,-1.85992e-006,0,0,4.14927,0,3,0,0,
0.883,0.596727,0,-1.85992e-006,0,0,4.15227,0,3,0,0,
0.884,0.596727,0,-1.85992e-006,0,0,4.15527,0,3,0,0,
0.885,0.596727,0,-1.85992e-006,0,0,4.15827,0,3,0,0,
0.886,0.596727,0,-1.85992e-006,0,0,4.16127,0,3,0,0,
0.887,0.596727,0,-1.85992e-006,0,0,4.16427,0,3,0,0,
0.888,0.596727,0,-1.85992e-006,0,0,4.16727,0,3,0,0,
0.889,0.596727,0,-1.85992e-006,0,0,4.17027,0,3,0,0,
0.89,0.596727,0,-1.85992e-006,0,0,4.17327,0,3,0,0,
0.891,0.596727,0,-1.85992e-006,0,0,4.17627,0,3,0,0,
0.892,0.596727,0,-1.85992e-006,0,0,4.17927,0,3,0,0,
0.893,0.596727,0,-1.85992e-006,0,0,4.18227,0,3,0,0,
0.894,0.596727,0,-1.85992e-006,0,0,4.18527,0,3,0,0,
0.895,0.596727,0,-1.85992e-006,0,0,4.18827,0,3,0,0,
0.896,0.596727,0,-1.85992e-006,0,0,4.19127,0,3,0,0,
0.897,0.596727,0,-1.85992e-006,0,0,4.19427,0,3,0,0,
0.898,0.596727,0,-1.85992e-006,0,0,4.19727,0,3,0,0,
0.899,0.596727,0,-1.85992e-006,0,0,4.20027,0,3,0,0,
0.9,0.596727,0,-1.85992e-006,0,0,4.20327,0,3,0,0,
0.901,0.596727,0,-1.85992e-006,0,0,4.20627,0,3,0,0,
0.902,0.596727,0,-1.85992e-006,0,0,4.20927,0,3,0,0,
0.903,0.596727,0,-1.85992e-006,0,0,4.21227,0,3,0,0,
0.904,0.596727,0,-1.85992e-006,0,0,4.21527,0,3,0,0,
0.905,0.596727,0,-1.85992e-006,0,0,4.21827,0,3,0,0,
0.906,0.596727,0,-1.85992e-006,0,0,4.22127,0,3,0,0,
0.907,0.596727,0,-1.85992e-006,0,0,4.22427,0,3,0,0,
0.908,0.596727,0,-1.85992e-006,0,0,4.22727,0,3,0,0,
0.909,0.596727,0,-1.85992e-006,0,0,4.23027,0,3,0,0,
0.91,0.596727,0,-1.85992e-006,0,0,4.23327,0,3,0,0,
0.911,0.596727,0,-1.85992e-006,0,0,4.23627,0,3,0,0,
0.912,0.596727,0,-1.85992e-006,0,0,4.23927,0,3,0,0,
0.913,0.596727,0,-1.85992e-006,0,0,4.24227,0,3,0,0,
0.914,0.596727,0,-1.85992e-006,0,0,4.24527,0,3,0,0,
0.915,0.596727,0,-1.85992e-006,0,0,4.24827,0,3,0,0,
0.916,0.596727,0,-1.85992e-006,0,0,4.25127,0,3,0,0,
0.917,0.596727,0,-1.85992e-006,0,0,4.25427,0,3,0,0,
0.918,0.596727,0,-1.85992e-006,0,0,4.25727,0,3,0,0,
0.919,0.596727,0,-1.85992e-006,0,0,4.26027,0,3,0,0,
0.92,0.596727,0,-1.85992e-006,0,0,4.26327,0,3,0,0,
0.921,0.596727,0,-1.85992e-006,0,0,4.26627,0,3,0,0,
0.922,0.596727,0,-1.85992e-006,0,0,4.26927,0,3,0,0,
0.923,0.596727,0,-1.85992e-006,0,0,4.27227,0,3,0,0,
0.924,0.596727,0,-1.85992e-006,0,0,4.27527,0,3,0,0,
0.925,0.596727,0,-1.85992e-006,0,0,4.27827,0,3,0,0,
0.926,0.596727,0,-1.85992e-006,0,0,4.28127,0,3,0,0,
0.927,0.596727,0,-1.85992e-006,0,0,4.28427,0,3,0,0,
0.928,0.596727,0,-1.85992e-006,0,0,4.28727,0,3,0,0,
0.929,0.596726,0,-1.85992e-006,0,0,4.29027,0,3,0,0,
0.93,0.596726,0,-1.85992e-006,0,0,4.29327,0,3,0,0,
0.931,0.596726,0,-1.85992e-006,0,0,4.29627,0,3,0,0,
0.932,0.596726,0,-1.85992e-006,0,0,4.29927,0,3,0,0,
0.933,0.596726,0,-1.85992e-006,0,0,4.30227,0,3,0,0,
0.934,0.596726,0,-1.85992e-006,0,0,4.30527,0,3,0,0,
0.935,0.596726,0,-1.85992e-006,0,0,4.30827,0,3,0,0,
0.936,0.596726,0,-1.85992e-006,0,0,4.31127,0,3,0,0,
0.937,0.596726,0,-1.85992e-006,0,0,4.31427,0,3,0,0,
0.938,0.596726,0,-1.85992e-006,0,0,4.31727,0,3,0,0,
0.939,0.596726,0,-1.85992e-006,0,0,4.32027,0,3,0,0,
0.94,0.596726,0,-1.85992e-006,0,0,4.32327,0,3,0,0,
0.941,0.596726,0,-1.85992e-006,0,0,4.32627,0,3,0,0,
0.942,0.596726,0,-1.85992e-006,0,0,4.32927,0,3,0,0,
0.943,0.596726,0,-1.85992e-006,0,0,4.33227,0,3,0,0,
0.944,0.596726,0,-1.85992e-006,0,0,4.33527,0,3,0,0,
0.945,0.596726,0,-1.85992e-006,0,0,4.33827,0,3,0,0,
0.946,0.596726,0,-1.85992e-006,0,0,4.34127,0,3,0,0,
0.947,0.596726,0,-1.85992e-006,0,0,4.34427,0,3,0,0,
0.948,0.596726,0,-1.85992e-006,0,0,4.34727,0,3,0,0,
0.949,0.596726,0,-1.85992e-006,0,0,4.35027,0,3,0,0,
0.95,0.596726,0,-1.85992e-006,0,0,4.35327,0,3,0,0,
0.951,0.596726,0,-1.85992e-006,0,0,4.35627,0,3,0,0,
0.952,0.596726,0,-1.85992e-006,0,0,4.35927,0,3,0,0,
0.953,0.596726,0,-1.85992e-006,0,0,4.36227,0,3,0,0,
0.954,0.596726,0,-1.85992e-006,0,0,4.36527,0,3,0,0,
0.955,0.596726,0,-1.85992e-006,0,0,4.36827,0,3,0,0,
0.956,0.596726,0,-1.85992e-006,0,0,4.37127,0,3,0,0,
0.957,0.596726,0,-1.85992e-006,0,0,4.37427,0,3,0,0,
0.958,0.596726,0,-1.85992e-006,0,0,4.37727,0,3,0,0,
0.959,0.596726,0,-1.85992e-006,0,0,4.38027,0,3,0,0,
0.96,0.596726,0,-1.85992e-006,0,0,4.38327,0,3,0,0,
0.961,0.596726,0,-1.85992e-006,0,0,4.38627,0,3,0,0,
0.962,0.596726,0,-1.85992e-006,0,0,4.38927,0,3,0,0,
0.963,0.596726,0,-1.85992e-006,0,0,4.39227,0,3,0,0,
0.964,0.596726,0,-1.85992e-006,0,0,4.39527,0,3,0,0,
0.965,0.596726,0,-1.85992e-006,0,0,4.39827,0,3,0,0,
0.966,0.596726,0,-1.85992e-006,0,0,4.40127,0,3,0,0,
0.967,0.596726,0,-1.85992e-006,0,0,4.40427,0,3,0,0,
0.968,0.596726,0,-1.85992e-006,0,0,4.40727,0,3,0,0,
0.969,0.596726,0,-1.85992e-006,0,0,4.41027,0,3,0,0,
0.97,0.596726,0,-1.85992e-006,0,0,4.41327,0,3,0,0,
0.971,0.596726,0,-1.85992e-006,0,0,4.41627,0,3,0,0,
0.972,0.596726,0,-1.85992e-006,0,0,4.41927,0,3,0,0,
0.973,0.596726,0,-1.85992e-006,0,0,4.42227,0,3,0,0,
0.974,0.596726,0,-1.85992e-006,0,0,4.42527,0,3,0,0,
0.975,0.596726,0,-1.85992e-006,0,0,4.42827,0,3,0,0,
0.976,0.596726,0,-1.85992e-006,0,0,4.43127,0,3,0,0,
0.977,0.596726,0,-1.85992e-006,0,0,4.43427,0,3,0,0,
0.978,0.596726,0,-1.85992e-006,0,0,4.43727,0,3,0,0,
0.979,0.596726,0,-1.85992e-006,0,0,4.44027,0,3,0,0,
0.98,0.596726,0,-1.85992e-006,0,0,4.44327,0,3,0,0,
0.981,0.596726,0,-1.85992e-006,0,0,4.44627,0,3,0,0,
0.982,0.596726,0,-1.85992e-006,0,0,4.44927,0,3,0,0,
0.983,0.596726,0,-1.85992e-006,0,0,4.45227,0,3,0,0,
0.984,0.596726,0,-1.85992e-006,0,0,4.45527,0,3,0,0,
0.985,0.596726,0,-1.85992e-006,0,0,4.45827,0,3,0,0,
0.986,0.596726,0,-1.85992e-006,0,0,4.46127,0,3,0,0,
0.987,0.596726,0,-1.85992e-006,0,0,4.46427,0,3,0,0,
0.988,0.596726,0,-1.85992e-006,0,0,4.46727,0,3,0,0,
0.989,0.596726,0,-1.85992e-006,0,0,4.47027,0,3,0,0,
0.99,0.596726,0,-1.85992e-006,0,0,4.47327,0,3,0,0,
0.991,0.596726,0,-1.85992e-006,0,0,4.47627,0,3,0,0,
0.992,0.596726,0,-1.85992e-006,0,0,4.47927,0,3,0,0,
0.993,0.596726,0,-1.85992e-006,0,0,4.48227,0,3,0,0,
0.994,0.596726,0,-1.85992e-006,0,0,4.48527,0,3,0,0,
0.995,0.596726,0,-1.85992e-006,0,0,4.48827,0,3,0,0,
0.996,0.596726,0,-1.85992e-006,0,0,4.49127,0,3,0,0,
0.997,0.596726,0,-1.85992e-006,0,0,4.49427,0,3,0,0,
0.998,0.596726,0,-1.85992e-006,0,0,4.49727,0,3,0,0,
0.999,0.596726,0,-1.85992e-006,0,0,4.50027,0,3,0,0,
1,0.596726,0,-1.85992e-006,0,0,4.50327,0,3,0,0,
